Region,Date,Title,Summary
Americas,2 Apr 2013,Countries in the Americas improve management of HIV/AIDS drugs to prevent shortages,Three Latin American countries are working to strengthen…
Americas,1 Apr 2013,PAHO and OAS organize graduate course on Safety of Consumer Products,The Pan American Health Organization (PAHO) and the Organization…
Americas,1 Apr 2013,World Health Day: Experts to discuss hypertension in the Americas,"What:  High blood pressure is the leading risk factor for death worldwide. One in three adults has hypertension, which increases the risk of heart attacks, strokes and kidney failure. This is the theme of this year's World Health Day, which is celebrated every April 7. In observance of World Health Day, the Pan American Health Organization (…"
Americas,25 Mar 2013,PAHO welcomes tobacco ban at 2014 FIFA World Cup in Brazil,"Washington, D.C., 25 March 2013 (PAHO/WHO) — The Pan American Health Organization (PAHO), Regional Office for the Americas of the World Health Organization (WHO), welcomes the announcement that the 2014 FIFA World Cup in Brazil will be tobacco free.Fans and players at the 2014 games will benefit from 100% smoke- and tobacco-free environments…"
Americas,22 Mar 2013,World Water Day: PAHO Director calls for universal access to drinking water and sanitation in the Americas,"Washington, D.C., 22 March 2013 (PAHO) - On World Water Day, Pan American Health Organization Director Carissa F. Etienne is calling on governments, societies, communities and individuals to become ""water diplomats"" and work toward universal access to drinking water and sanitation. ""Together, we can make sure these essential…"
Americas,21 Mar 2013,PAHO to provide technical cooperation for health system reform in Peru,Technical cooperation experts from the Pan American…
Americas,21 Mar 2013,PAHO and OAS offer virtual course on the right to health and parliamentary activity in Latin America,The Pan American Health Organization/World…
Americas,20 Mar 2013,Oral health is vital for overall health,"Healthy teeth, gums and mouths are things people tend to take for granted until they no longer have them…"
Americas,19 Mar 2013,ProPAN 2.0: new software for promotion of child feeding,The second edition of ProPAN: Process for the Promotion of Child Feeding was…
Americas,18 Mar 2013,"Human resources are key for advancing universal health coverage, says PAHO Director",Achieving universal health coverage…
Americas,18 Mar 2013,PAHO/WHO urges stepped-up efforts against TB in vulnerable urban groups in the Americas,"In 2011, 268,000 new TB cases and nearly 30,000 deaths were reported in the hemisphere Washington, D.C., 19 March 2013 (PAHO/WHO) — The Pan American Health Organization/World Health Organization (PAHO/WHO) today called for stepped-up efforts to prevent and control tuberculosis in the Americas, especially in vulnerable populations living in large…"
Americas,15 Mar 2013,New research examines health gaps in countries working toward universal coverage in the Americas,Research carried out in six…
Americas,14 Mar 2013,Millennium Water Association joins coalition for water and sanitation to eliminate cholera from Haiti,The Millennium Water Association today became the latest new…
Americas,6 Mar 2013,New study suggests potential shift in burden of pneumococcal disease,New studies revealed today by Latin American researchers and global…
Americas,5 Mar 2013,"PAHO/WHO to support Haiti with $500,000 for water and sanitation connections in health centers",The Pan American Health Organization/World…
Americas,27 Feb 2013,PAHO/WHO calls for international funding of new Haiti cholera plan,"Haitian government reveals $2.2 billion blueprint for water and sanitation investments to eliminate cholera transmission over the next 10 years Port-au-Prince, Haiti, 27 February 2013 (PAHO/WHO) — The Pan American Health Organization/World Health Organization (PAHO/WHO) today called on the international community to provide financing for a new $2…"
Americas,26 Feb 2013,PAHO Director meets with Brazil's minister of health during first official country visit,"Brasilia, 26 February 2013 (PAHO/WHO) - In her first official country visit as director of the Pan American Health Organization (PAHO), Dr. Carissa F. Etienne met on Feb. 25 with Minister of Health of Brazil Alexandre Padilha and other Brazilian officials to discuss the country's health priorities and the international health agenda, with an…"
Americas,22 Feb 2013,Report: Legislation on violence against women falls short of public health recommendations,Despite worldwide efforts by public…
Americas,19 Feb 2013,"Virtual ""train-the-trainers"" course focuses on physician education using a primary health care approach","Administrators and educators involved in curriculum development in medical schools and colleges in 21 countries of the Americas are invited to participate in a virtual ""train-the-trainers"" course on physician education...…"
Americas,19 Feb 2013,"WHO, World Bank convene ministerial meeting to discuss moving forward on universal health coverage",Top officials from health and…
Americas,15 Feb 2013,We must reduce the barriers that hinder access to health for people of African descent,The director of the Pan American Health…
Americas,13 Feb 2013,PAHO Director attends UN Secretary-General's address to OAS Permanent Council,United Nations Secretary-General Ban Ki-moon…
Americas,13 Feb 2013,PAHO Director discusses expanded cooperation with Global Fund,PAHO Director Carissa F. Etienne met this week (Feb. 11) with Silvio…
Americas,8 Feb 2013,Drug Regulatory Authorities meet with PAHO Director,Representatives of national regulatory authorities (NRAs) for medicines and…
Americas,8 Feb 2013,"PAHO, OAS heads discuss collaboration on health and development",PAHO Director Carissa F. Etienne met 7 February with Secretary-General José…
Americas,6 Feb 2013,PAHO Director meets with President of the Rockefeller Foundation,"PAHO's newly installed Director, Carissa F. Etienne, met on Feb.…"
Americas,4 Feb 2013,"PAHO seeks to prevent breast and cervical cancer, which claim some 120,000 lives each year in the Americas","Representatives of different sectors will develop action plan to reduce cancers that affect some 400,000 women annually in the region Washington, D.C., 4 February 2013 (PAHO/WHO) — With the goal of reducing deaths from breast and cervical cancer in the Americas, the Pan American Health Organization/World Health Organization (PAHO/WHO) this week…"
Americas,4 Feb 2013,Cuba: Battling cancer with biotechnology,"Havana, 04 February 2013 (PAHO/WHO) - Cancer is the second leading cause of death in Cuba, after cardiovascular diseases. It is estimated that every year about 21 000 people die of cancer on the island and more than 31 000 cancer cases are newly diagnosed. “Cancer is one of the major killers in Cuba. This is partly because people live longer but…"
Americas,31 Jan 2013,Portrait of PAHO Director-Emeritus Roses joins gallery of former directors,The official portrait of the outgoing PAHO…
Americas,31 Jan 2013,"New PAHO Director will promote universal health coverage, make ""health a driving force for change""",Dr. Carissa F. Etienne took office today…
Americas,29 Jan 2013,PAHO Director Roses is presented the VIDA award of the National Alliance for Hispanic Health,The Director of the Pan American Health…
Americas,28 Jan 2013,Former Director-General of WHO dies: health contributions remembered,"Dr Hiroshi Nakajima, former Director-General of WHO, died Saturday, 26…"
Americas,25 Jan 2013,Pan American Journal of Public Health addresses vaccination against HPV in Peru and program for legal interruption of pregnancy in Mexico,"Two of every three cervical cancer deaths in Peru could be prevented through vaccination against types 16 and 18 of human papillomavirus (HPV) in preadolescent girls together with better screening of cervical cancer in adult women, according to an article in the December edition of the Pan American Journal of Public Health. The issue also…"
